0,50
1,50
2,49
3,49
4,49
5,50
6,50
7,49
8,47
9,46
10,50
11,49
12,49
13,49
14,47
15,48
16,49
17,48
18,50
19,49
20,48
21,50
22,49
23,48
24,50
25,47
26,50
27,49
28,49
29,50
30,48
31,50
32,50
33,49
34,48
35,49
36,50
37,49
38,50
39,50
40,50
41,47
42,50
43,50
44,49
45,49
46,50
47,48
48,50
49,49
50,50
51,50
52,50
53,49
54,49
55,50
56,50
57,50
58,50
59,50
60,48
61,50
62,50
63,47
64,49
65,50
66,48
67,50
68,49
69,48
70,48
71,49
72,50
73,49
74,50
75,49
76,50
77,50
78,49
79,49
80,50
81,50
82,49
83,50
84,49
85,48
86,50
87,50
88,50
89,50
90,49
91,50
92,50
93,50
94,50
95,50
96,50
97,50
98,50
99,49
100,49
101,50
102,49
103,50
104,49
105,50
106,50
107,49
108,50
109,50
110,50
111,49
112,49
113,50
114,49
115,50
116,50
117,48
118,50
119,50
120,49
121,49
122,49
123,50
124,50
125,48
126,49
127,48
